build_time_min,deploy_time_min,commit_size_loc,num_bugs,test_coverage_pct,ticket_resolution_h,team,module,priority,deploy_status
13.278123473575201,9.7677598633795,352,0,55.187528419774026,13.22721816971898,Alpha,ui,media,success
13.970922468924282,7.884216097404285,332,3,80.67436436773278,31.91297867048293,Bravo,api,media,rolled_back
7.947347659220879,5.54535129311104,367,0,73.17886191536672,9.018602158874273,Delta,auth,alta,failed
16.840389419325085,8.550406575666223,369,2,73.89974759193137,2.8388634882867336,Delta,auth,alta,success
12.440020496159523,8.204531445280194,338,2,69.00224049226381,35.53889929499056,Delta,api,crítica,success
16.821800492964876,9.003560412139183,324,3,91.78482585935853,65.14549751277295,Charlie,ui,alta,success
17.819349348915278,8.004600454320888,361,6,57.39152404246852,10.842606442562763,Delta,auth,baja,success
19.14041408787969,5.194395018550399,344,0,54.342410878743976,17.025256160954687,Bravo,auth,media,rolled_back
12.564294498371156,7.425099003745965,357,2,87.24419284029864,3.9854256995022297,Bravo,api,media,success
17.01982049319188,11.003424603071393,384,3,57.483949539018795,41.85335017539082,Charlie,database,media,success
8.13196528370663,4.65850345642696,364,1,92.24735007854179,20.04939242351561,Alpha,database,baja,success
11.862163966482015,8.302462516840288,369,3,50.072879024082795,47.41421645678101,Delta,ui,baja,success
11.596369623293928,11.175240582155748,364,2,94.54755955608562,14.548134371638298,Delta,database,baja,success
5.343169400213473,7.093539640499819,345,0,65.49767040531151,30.529732144360835,Alpha,auth,media,success
15.144490427569023,9.0099241437205,322,0,51.64090919541195,10.342653661966324,Charlie,database,crítica,failed
15.823994400801016,7.038854077659755,352,4,62.91973258019425,127.0696388859507,Delta,api,alta,success
13.555770805805334,8.82119720802115,316,2,50.200113548198715,15.176403511315584,Charlie,api,baja,success
18.032652942798066,5.333791019266402,319,2,75.67102559842169,1.1957649410450675,Bravo,database,media,success
12.0931806916937,6.757747782941181,343,1,94.4723951537162,10.776686545461416,Alpha,auth,media,success
9.526875822322822,10.138136309647606,352,1,86.08892743708566,22.588655433540634,Alpha,api,baja,success
16.73127210355487,12.57343253943293,349,2,80.431995424442,5.267009285080506,Bravo,database,media,failed
11.754427295253313,7.1494890472621515,355,5,53.50735621061176,18.286717637365154,Alpha,ui,baja,success
20.77640504688501,8.748967154057462,353,1,63.69522915338166,39.34032042122899,Bravo,auth,baja,success
13.274215189546618,10.427580886617388,353,2,57.1486204280518,8.712939661828472,Delta,database,baja,success
17.622591533608826,7.551557669869051,364,1,65.66062060650438,13.668017427118418,Bravo,api,media,success
16.287701060815785,8.291132997216,361,4,84.0358665259555,11.08173630014062,Alpha,ui,alta,success
11.864644236478497,9.513607339112793,374,2,77.33530582394451,13.518732022494078,Alpha,database,baja,success
21.30291007916791,3.2339888258560023,348,2,84.96610075351782,70.64032101227876,Alpha,api,alta,success
17.571597222869265,9.254457485552967,356,3,56.19591813185252,14.277955978560863,Bravo,ui,media,success
15.359042586398422,6.261027001341533,309,2,87.92152570793405,14.558798309415579,Charlie,ui,baja,success
16.10620298916585,8.21744668288455,334,4,86.13409440149553,18.374354033654026,Delta,auth,alta,success
17.717155264221084,7.355604454072439,346,2,83.87073333142325,10.190762894610195,Delta,api,media,success
15.359331546316326,7.846990766660603,357,4,90.35416700295173,59.70410303469029,Charlie,api,media,success
3.027639667388261,9.843167053729143,340,4,84.58595187752508,20.68406417297552,Bravo,database,alta,success
16.139531814122638,8.644006598311375,322,3,60.269089435460046,18.76001025652973,Alpha,database,baja,success
13.531061429036098,6.975121559320492,353,2,83.84139872388914,41.61541302300511,Bravo,api,media,success
15.740922259462437,8.228493896819549,355,0,75.75379654648714,34.27127855814515,Delta,ui,alta,rolled_back
17.327294909462026,9.794605142961313,344,2,56.334206238389015,2.428720313472046,Alpha,api,media,success
20.59894730917071,9.057323728485706,372,1,64.09412137931213,15.946567419916391,Alpha,api,baja,failed
12.09083176210214,5.0850950693687595,337,2,79.13643167237751,19.41316034861223,Delta,api,media,failed
20.210170528176576,2.089844119312037,376,4,56.6659275686834,3.433414712548256,Alpha,ui,media,failed
16.343392479008298,8.758416103889834,365,1,94.76319404202513,8.63521546125412,Bravo,auth,crítica,success
19.154024394790483,7.270497053737136,345,2,53.04434028803371,28.983979380612666,Delta,database,alta,success
18.682914273162584,8.810088360964121,355,2,87.35504925134592,33.62391533737042,Bravo,ui,baja,failed
17.88351265146745,8.627507047446638,366,1,61.08590017887764,14.028760236286537,Alpha,api,baja,success
10.82752424572858,7.066636982101163,342,2,78.46303752390668,1.5186551325023174,Bravo,database,media,rolled_back
14.639254453557173,8.746211993678594,378,1,56.89432721119374,4.790837939876328,Bravo,ui,media,failed
17.494072647998173,9.154032538455,352,2,74.64545809780248,11.942046917974949,Alpha,ui,alta,success
11.185906568910625,9.92818106861873,358,1,65.66748051322065,53.48495359416333,Delta,api,baja,success
12.828684741704574,8.20001953086826,360,2,82.33680719626136,20.813019242750073,Delta,database,alta,success
17.32398599072673,6.251091399775084,348,1,66.33979470585473,22.648169935490507,Alpha,ui,alta,success
18.072714951338362,7.6025969030416825,327,3,92.87956365384161,13.08705137284811,Charlie,auth,alta,success
16.85507035416067,5.525921750840066,339,4,70.83952608052641,6.39189101010561,Charlie,ui,media,failed
11.456894810361282,8.275046710827938,351,3,86.15521085681394,47.14854803641829,Bravo,api,media,failed
10.600876405408577,5.133189431053782,343,3,55.21572719560936,36.157316811368574,Delta,api,alta,success
21.050828039219713,12.23010019912145,370,2,64.05693156644702,7.163544494658709,Charlie,auth,alta,success
16.031685750128123,4.244091381221766,360,2,55.87326563312672,0.01198570375480992,Charlie,auth,baja,success
15.353760916638345,7.755884838280503,367,3,87.54844888462685,1.0956201441586018,Alpha,ui,alta,success
14.516413849843643,12.048355815216699,340,2,91.02882277453318,12.36863762140274,Alpha,database,baja,success
10.222684419357886,5.824507281088005,371,4,75.90110755176283,19.087360582237533,Bravo,database,baja,success
17.447987592161546,6.302240773854718,361,1,91.45354197011329,16.29363664984703,Alpha,database,alta,success
14.131440617013917,3.8862508518268433,318,4,56.56320699956268,11.54069690177217,Delta,database,baja,success
14.268973174672313,4.961056665620551,324,3,84.84002058510669,71.84161769940492,Charlie,auth,media,success
18.73338531428464,5.910305675141851,362,0,88.29033739981242,10.706986279546657,Bravo,auth,alta,rolled_back
18.287092442032996,4.8275691830269345,330,4,84.61039033252746,6.582110121846199,Delta,api,baja,success
20.568465503737084,8.752459430767203,344,3,68.69809177820571,115.42537852516824,Charlie,database,alta,failed
13.095304307781303,10.945078903872394,372,0,66.46212590043433,28.46446238357335,Charlie,ui,crítica,success
17.601394242905222,6.2907788239014035,376,3,69.34976744116284,34.19954502082561,Bravo,ui,baja,success
20.564441825560003,5.744360307437956,345,0,80.3336971369572,68.1610706579865,Charlie,database,media,success
10.556844482208405,10.338441701644829,362,2,86.43815077841282,20.862265181809168,Charlie,ui,baja,success
11.55682965248863,5.05910139415939,361,3,80.45887752901763,62.16774643655148,Delta,api,baja,success
10.47304527658492,8.697568261393618,366,1,93.30335921607912,50.554974691726635,Bravo,database,baja,success
9.163144001990418,9.544088439852892,331,1,85.92786477762274,69.1592459638321,Alpha,api,media,success
15.319930212964644,12.106850830993054,343,0,82.0092286739964,26.21593250233441,Alpha,ui,alta,failed
17.61281735859676,8.935700177614994,328,1,56.542954781325534,16.456434812396765,Bravo,database,baja,success
19.80386150239398,6.340742011812156,353,1,71.58058609697036,30.619878350680168,Alpha,ui,media,success
19.1790043486709,10.693052702478951,325,4,63.747659927466884,4.242199487275081,Alpha,auth,crítica,success
10.987165412640607,4.76024150662362,379,3,78.18117195274681,42.8588353226286,Delta,auth,alta,success
22.393927606690987,9.092262618127334,322,0,72.56657118094154,8.662815301875014,Delta,api,alta,success
12.332906364968732,8.182179636119116,359,1,67.83642515423708,11.179338533431292,Delta,api,baja,success
15.422055249824277,3.3724001715206455,333,3,59.38548754900694,11.540219444802322,Alpha,database,baja,failed
13.310976472524576,7.864012536660086,354,2,71.28123746835627,4.170901145786047,Bravo,auth,baja,failed
14.510599312180116,8.796306568898833,351,1,91.62507798522711,14.632703091949224,Alpha,auth,baja,success
15.75277213800599,8.032375633843081,324,3,54.08805044949986,13.283486366271973,Alpha,ui,baja,success
15.476643831988026,11.084012773203488,347,0,78.31857491983101,3.74426014018454,Alpha,api,alta,rolled_back
14.89962979653039,7.097857684568728,331,1,72.2205799643416,16.08041886985302,Alpha,ui,crítica,success
15.43229091176813,5.225462367836547,362,2,93.95554335671477,22.083471386700136,Delta,auth,crítica,success
13.058259056613329,7.433965641417632,344,2,61.118025509640574,34.36603443122922,Alpha,ui,baja,success
12.983131477248385,8.346689055448678,357,1,79.75857720943168,9.310487071974324,Bravo,ui,media,success
8.355603680340753,3.2683602207326485,345,0,62.781180946622044,64.3546826958212,Charlie,database,media,success
13.470665092504728,7.235535696729799,341,2,88.57165330671705,3.447114262729883,Bravo,ui,baja,success
12.949398968488799,9.277119975930152,338,2,67.40049566607922,48.155432311664214,Delta,api,media,success
25.80756400137919,7.812643558478763,334,1,50.53143533412367,62.32678381796208,Delta,auth,crítica,success
9.551535075241127,9.184881432894866,345,0,80.74404209153727,24.47051473606139,Charlie,ui,media,rolled_back
15.549024874234428,11.074323963683181,364,4,53.377708442276344,13.60148547962308,Charlie,api,alta,rolled_back
9.025499730734838,4.350434468680671,340,0,92.40871876128949,26.768446906392867,Bravo,auth,media,success
9.118257034252814,10.840172643076237,334,2,50.84754409152083,62.56609613890973,Bravo,auth,alta,success
15.498809544788028,9.448784757260956,379,3,66.97270262753591,35.321418596277816,Charlie,ui,baja,success
11.01344346046385,10.771881195641546,343,2,86.35710856644437,19.44100777945816,Charlie,auth,media,success
14.992709542781167,9.345440595210684,336,3,50.931263158563524,36.87812921203194,Charlie,auth,baja,success
13.286964474296738,8.182600383732236,344,4,83.17074504913762,25.654377891605193,Delta,database,media,success
12.54531357420202,11.805980539283265,368,4,70.6631651695352,24.380835060959235,Bravo,ui,media,success
6.901288618323569,7.582669896291973,304,1,56.39768524095416,48.99098396099626,Alpha,api,crítica,success
10.101008198560056,4.009127585663223,384,2,66.65099675999954,116.26149746170694,Delta,database,baja,success
15.718065764471751,8.103375513127652,339,4,90.47652967157774,3.2125842422246933,Delta,auth,crítica,success
17.27048237769414,4.12015340396856,349,3,76.96498596575111,37.15203201569138,Bravo,auth,media,success
13.028490585786102,10.794036868163435,380,3,71.82728325598873,45.40852430261193,Delta,ui,media,success
15.000251536261404,5.126311890517838,372,2,59.491201096680015,24.69962648201495,Alpha,ui,media,success
19.491558573519864,10.39908500164557,373,4,68.41478118789382,1.08568861708045,Alpha,auth,alta,success
20.759422971904762,6.556199433315287,378,2,79.98495642561466,13.699560977518559,Delta,database,media,success
10.611544926376713,7.288378773435043,386,1,63.200474861077964,5.537457188247891,Bravo,ui,baja,rolled_back
14.530721758999293,10.973745030807546,302,1,84.66684177983552,25.85168308392808,Charlie,auth,baja,success
19.805993603678804,8.955098722791265,333,1,85.7437433139421,48.05000397361337,Charlie,ui,alta,success
13.121081677734797,5.259551516642983,348,1,50.06854017381556,18.516810435692705,Charlie,auth,alta,success
14.790122060244014,7.6457620849543595,381,1,66.97398931253701,6.415129160353052,Alpha,api,media,success
14.655570807051642,7.334881781710709,340,3,68.026219898602,20.759022349269095,Charlie,database,alta,success
11.449283928374275,6.219562047700656,352,1,56.88984114327468,42.67167386210976,Delta,api,alta,success
13.221263980461048,9.281432816179862,348,3,52.297995848348364,15.670606400817633,Charlie,auth,media,success
14.882220483647048,13.274702964747348,378,1,59.88651079242118,15.277310751378536,Delta,auth,media,success
13.344524603768306,5.798602882141692,356,1,70.40909665054642,20.159635527141575,Charlie,auth,baja,success
19.453544093472814,7.5838594299739395,372,4,57.987961758626625,19.052280864601425,Charlie,ui,media,success
13.076028633384073,13.352251234232453,332,2,89.54039603006095,8.127070120217242,Charlie,auth,baja,success
13.267323869597083,8.418820961047533,353,2,69.65858877287246,11.396816466003656,Charlie,database,alta,success
17.787450306208413,7.31054984140296,324,2,64.4763164035976,1.958308719098568,Alpha,auth,baja,success
10.774526347316367,7.990931929553218,382,1,55.616061884211376,34.22906671262799,Alpha,ui,media,rolled_back
14.837206099395141,4.662745566953449,348,1,64.23152564559132,5.247877095880409,Alpha,ui,alta,success
8.79382071060964,7.710783818981547,353,0,93.92975717550144,73.51372575356599,Alpha,database,baja,success
19.66867819694273,5.830413583632399,320,2,78.69871470145881,51.684743355175584,Delta,api,alta,success
13.905417194503677,5.507374783302318,350,3,79.27353289094754,1.5581029728055,Charlie,auth,media,success
13.128618701310986,8.44218832619046,346,0,67.62077714200132,39.75607901063127,Bravo,ui,baja,failed
10.046990688055143,6.51369632303546,325,1,53.53113229619339,76.26137457223483,Alpha,database,baja,success
14.968951864890693,9.013032772265792,346,3,58.586050720186904,12.873455699533224,Charlie,ui,media,success
11.79887128819336,8.893443395696256,353,1,82.15889013255946,0.7295142039656639,Charlie,ui,media,success
12.866030680198254,8.741720936059556,359,4,80.56978053296916,4.92083828151226,Charlie,api,media,success
20.150700982338353,8.263564443338058,350,3,90.42474038549699,5.316070552915335,Bravo,ui,baja,success
14.29789651903149,9.040804098464012,336,0,52.48820660752244,16.888171184589034,Delta,auth,baja,failed
10.712870463397296,5.7772376681106765,378,1,92.05804747762159,25.69244567949086,Alpha,ui,crítica,success
15.65282752986953,5.438248756928415,327,6,71.36810642317869,78.11440014435884,Charlie,database,baja,success
13.5490463374882,6.42089217042663,357,1,93.88153327861801,12.139375425875187,Charlie,database,media,success
17.360054191949356,10.271692703759122,372,0,73.6065753782168,41.22827410496293,Charlie,ui,alta,success
20.72968771092396,7.918009714509951,346,7,87.4980345973745,7.6556674379874465,Delta,ui,crítica,success
11.029229955562029,7.673529039802582,349,0,74.31098690605722,24.573477657734912,Bravo,auth,baja,success
16.81860119032113,7.555061134728794,341,0,80.21498342510313,43.05887397922097,Alpha,api,media,success
15.33959223471395,8.205936298011714,355,5,50.38984636077657,2.742876883596182,Bravo,auth,media,success
18.582262329058178,9.047615297581514,324,1,91.57474514911883,1.5499078407883644,Bravo,auth,baja,success
14.080887444214934,8.064477943089324,345,1,58.27258587698452,26.87932072298837,Alpha,api,media,success
18.346476273842455,9.96092553100177,370,5,94.88047510851175,5.953833024948835,Delta,database,baja,success
8.019776554653227,10.518907700954689,373,2,62.72422109497711,20.849108195786766,Alpha,database,crítica,success
21.757835685253497,10.150464027015715,334,5,77.02650630613789,17.885180867200187,Delta,ui,alta,success
18.459111914074313,8.352852040789086,352,5,86.22948205214925,25.97837068039685,Alpha,database,crítica,success
14.396896044457009,10.827874931650292,351,3,54.95178572717123,18.745203973885747,Alpha,ui,baja,success
9.203971479443329,8.321943322522129,374,0,69.68106699408963,29.55933364379912,Bravo,ui,media,success
17.572034800167927,8.435135156231793,348,2,89.70686383312568,1.936694340865443,Charlie,ui,baja,success
16.93277545525907,8.250556654473488,350,1,52.09049010067247,9.739099770784378,Charlie,database,crítica,success
14.974577494314445,9.451348249573075,350,1,63.57553550275043,101.11919662921348,Alpha,api,media,success
15.605823571449697,6.738619904676014,360,2,92.30005907942541,48.14243088460981,Alpha,api,baja,success
12.663564118600783,6.40098706688342,366,4,92.82979198615067,6.164079621434212,Charlie,api,baja,success
16.475226930520968,11.266053857974761,401,0,61.04807185358368,10.147745326916114,Delta,auth,baja,failed
16.178617358878064,5.286335754271952,319,1,55.15803576097824,5.712184678763151,Charlie,ui,baja,success
13.882962506629699,10.57726086453979,370,1,84.61955266422592,25.569021814429643,Alpha,api,alta,success
9.655053380427384,4.772283568764709,335,4,88.96496970206499,8.23862272587527,Bravo,database,baja,success
17.80299527376014,11.621527672641587,323,0,90.33550511463545,23.943985774104885,Alpha,auth,baja,success
17.216786489096133,7.88475379980727,364,1,72.91529199574143,25.77733185041457,Charlie,database,baja,success
11.65477362879434,12.830126686464519,361,1,61.21096152695827,1.8857657834887505,Alpha,api,alta,success
8.621647351975028,8.680480231278146,356,1,77.40297094802372,17.944591232756977,Alpha,api,media,failed
15.819834322350536,6.783366576277706,334,0,58.447910700924695,8.847107704173624,Charlie,ui,alta,success
13.619648088108441,9.752270359456165,334,1,67.56760359508917,19.45651053265486,Alpha,auth,baja,success
16.01044681345782,8.528371350344775,365,2,54.54039990785532,61.52111912961331,Bravo,ui,media,rolled_back
9.823990138061786,9.414816533888288,368,3,89.90481571992859,10.680026294294855,Alpha,auth,media,success
11.163318222478548,8.503772082372302,327,2,92.6339776837267,30.125627123041888,Bravo,auth,baja,success
19.343099414719603,10.772120844637573,378,0,87.32382366550155,25.426487891857917,Charlie,api,media,failed
16.615099618862857,9.911228594713863,355,1,72.82980425283313,23.482759265231756,Bravo,database,baja,success
17.345950146877193,7.20525671656302,350,2,91.31794094457291,4.398816729788423,Charlie,auth,baja,rolled_back
22.26091378461581,8.47465458165002,387,4,60.44305271352641,0.8437435126425779,Delta,auth,alta,success
15.515285714409533,11.282491978567254,334,0,75.52508748602122,17.826263095546526,Bravo,database,media,success
6.996283049073956,8.390294084731359,333,1,51.69280309812166,20.730678363626293,Delta,api,baja,success
16.33510878973428,10.489850741607164,348,4,53.996627166634426,19.3590155352669,Alpha,ui,media,failed
19.685300509435177,10.213194878689542,365,2,60.56396145722829,52.248033148005874,Delta,database,baja,success
23.23815696919722,8.48142802568496,346,2,94.51935655786656,12.986206468194723,Alpha,ui,baja,success
9.492553607037916,9.655798408784765,349,0,74.10498109995387,36.590553177366836,Charlie,api,crítica,success
10.396577737491578,6.9054353842466885,361,6,79.92483889102004,7.949535095493465,Delta,ui,baja,success
12.176714420959515,7.902834594236996,350,4,64.74432736984454,9.4751588255167,Delta,ui,media,success
10.783776871691234,11.871136659647988,323,1,80.71536531671882,23.634564733987144,Delta,database,baja,success
12.417025107430035,8.507195101520454,313,2,74.21259106369689,71.67871230437395,Alpha,auth,media,success
14.258488129293987,10.50577937232316,334,3,67.97113448148593,5.677184287458658,Charlie,database,baja,success
10.19511179704006,7.156554862197057,372,2,91.44631014787592,17.555232389753154,Bravo,auth,baja,failed
23.147888667932605,3.244014798346859,352,3,51.47313972469419,32.60965045440703,Delta,ui,crítica,success
15.431098979542186,6.19502204546545,372,1,73.15242186188698,56.46810967917767,Alpha,ui,crítica,success
14.663567597977677,7.52447662771341,359,1,66.02959176409058,7.407893887690914,Charlie,api,alta,failed
16.982478566418376,5.563988034196839,390,5,91.24092514743097,54.589539480164916,Alpha,ui,media,failed
15.149660744471861,9.688250822868268,364,2,50.18874514149502,41.56712718106328,Charlie,ui,media,success
14.47164785217636,7.983253954027975,360,1,56.229982636868954,11.549861323088408,Delta,ui,baja,failed
20.907149694208385,6.067843079971208,361,2,69.01745370938443,37.493830783138854,Alpha,ui,alta,success
14.131879159631586,10.166278498621534,366,3,85.8389194891788,30.17580968040734,Alpha,api,baja,success
9.8655911836311,7.34902531342976,362,2,76.12852609250695,1.711357015310404,Delta,database,alta,success
16.54267156177361,5.681211079312808,348,2,58.9652759314049,3.851754739880562,Delta,auth,baja,success
13.593948505883631,7.77988701174134,371,6,62.48391030705534,23.52315254408627,Bravo,database,media,rolled_back
12.912815626574924,8.312654622751065,341,2,83.87762273196131,2.5671709924936295,Delta,ui,alta,success
10.72747519725132,12.766274989830276,393,3,88.38164307409897,9.128596991300583,Bravo,auth,alta,success
16.713463613066768,8.53071214535014,361,2,86.32241706363857,13.295690350234509,Delta,ui,media,success
14.30392706229202,7.267804891803998,337,1,59.88632797263563,1.0121486149728298,Charlie,ui,crítica,success
17.06267091459212,6.019568648564765,361,3,63.64315326907672,35.08136767312754,Charlie,database,media,success
14.062538890776313,8.328683374015714,339,1,93.3599965844769,1.697789033798448,Delta,database,baja,success
12.365986296712917,7.332502540021919,353,3,88.22907087393105,23.15677962278903,Delta,auth,alta,success
20.000946416314868,9.655889051721127,359,2,83.80588564788923,7.471511028707027,Bravo,auth,crítica,success
13.912945139554413,8.538530209657544,317,3,65.15519719920121,4.752897606296539,Alpha,auth,alta,success
18.791807983500785,10.910459802235755,336,3,88.16266938461922,45.139513579974754,Delta,auth,alta,success
10.193670279564248,8.444938941829824,360,1,76.93514887359925,11.732308924314088,Delta,api,media,success
13.135535614497991,5.214570386750625,374,2,52.282268087146804,71.82853513552782,Delta,database,media,success
13.92259441938728,6.243864321587746,366,0,80.80531647545286,1.7455346649377659,Alpha,ui,media,success
13.436138367476557,7.956291734297746,365,3,79.56392327672802,1.1749054204371332,Alpha,auth,crítica,success
20.394828047966854,9.204288495291204,329,3,72.7246330876369,8.385649424046278,Charlie,ui,media,failed
14.90894119480635,12.894517643097313,359,4,85.92940584290773,1.0618753843009472,Alpha,api,baja,rolled_back
15.976903404413802,9.332117711121585,358,3,57.61845199042,9.16150277853012,Bravo,api,baja,success
11.23051316854431,9.17272362372689,353,2,60.41841385769658,9.026072971522808,Alpha,api,baja,failed
12.083130893961702,5.463882893299919,352,2,80.70014625322074,0.41684758589229454,Delta,api,baja,success
18.992275634219393,8.717104279913393,363,4,58.572451050858945,121.17411343047584,Charlie,database,media,success
20.033926658382242,5.372719132878483,331,2,91.86333920923062,4.632117163792681,Delta,ui,media,success
19.995454755240385,6.838771824249848,340,0,72.24643535912037,17.78430028158932,Alpha,api,baja,success
9.477451801898681,9.729531038340642,350,2,67.68321589799598,6.9995010162426805,Alpha,ui,baja,failed
23.199842774545576,9.90861573478898,339,1,61.653367606922984,34.75203680790482,Bravo,ui,media,success
19.06749131919817,7.170397107989192,373,4,90.69566635764204,2.9868589974939823,Delta,api,alta,rolled_back
14.893130143446967,6.882763516070047,352,1,62.51625849166885,6.49301465973258,Delta,api,media,success
17.81443111519304,7.459447701797111,318,2,75.04950908129103,94.20743227991011,Delta,auth,media,success
11.114459083392545,11.786238853283779,345,1,84.87474685185589,16.10057382658124,Alpha,auth,media,success
10.615375033764572,2.6060270449672993,361,1,89.89426437066868,5.66440587490797,Bravo,api,baja,success
15.196201803750387,7.735439834718624,371,5,81.70681337942369,2.6663593612611294,Alpha,database,baja,success
10.206016573768881,10.21157036663985,359,2,91.14186913589947,8.421149130910635,Delta,ui,baja,success
15.760075994238992,7.67405229545297,356,1,52.971519937273115,7.36743083292,Bravo,auth,media,success
20.190823598418664,5.638061174032833,330,1,88.32506948150694,8.118851523846388,Delta,api,baja,success
10.864505108140996,9.301669098334639,340,1,68.718272697879,13.258096385747194,Charlie,api,baja,success
12.046236983147743,9.75466509612563,363,1,85.64615625189617,30.514845683162505,Alpha,database,baja,success
15.186255757803453,5.547442081071635,312,2,90.30432228697464,1.6961016628315764,Bravo,api,media,success
10.929615520695577,7.37361383000068,306,1,57.521185368532315,6.792847126722336,Charlie,auth,media,success
13.466864160454888,9.318183643246103,388,0,85.47999287955463,41.53410073913155,Charlie,ui,media,success
18.491021646685596,6.451561937156067,344,2,88.69464779272676,29.424248008911903,Charlie,auth,baja,success
18.878180055880467,7.916872924302719,367,2,71.8057293491438,13.571408405900002,Delta,ui,baja,success
16.53538666010838,7.519099834525279,313,3,52.1058407810051,34.1299810470176,Bravo,ui,media,failed
7.593777347730141,7.656049888563795,354,3,54.5939508813899,20.403634742714484,Delta,ui,crítica,failed
14.784013052695338,7.656163861302951,347,0,87.43528389837593,23.87343882007241,Charlie,database,crítica,success
19.259092857353135,10.572176610944052,358,1,70.17659439123236,20.228441274648002,Alpha,database,baja,failed
18.25278014964642,10.198819110273327,329,1,89.41744668059982,53.58926593505649,Alpha,database,baja,success
14.236734103582874,8.948326331926982,356,6,62.89904046920128,0.9148207157850266,Bravo,database,alta,success
4.200280765745189,7.576026578055497,334,3,89.92681878153235,19.17127267264156,Delta,database,media,success
15.243866555204466,4.67700576438067,335,3,77.18488355050795,28.282929292803104,Bravo,ui,alta,success
17.295006789934313,6.131420264550947,349,3,87.3882017005235,0.3353614993393421,Bravo,ui,alta,success
15.183214318900395,10.224796565663713,359,3,91.79924782481976,47.77175237036763,Alpha,database,media,success
15.629650160703502,6.201764459525279,326,2,91.48532604216598,32.06228441644221,Charlie,auth,baja,failed
16.726261491475082,7.376938207268172,386,1,72.39951161551289,27.13414323000056,Alpha,api,media,success
13.413801055799151,10.18382804278067,344,0,72.33777174260467,71.39132701947328,Bravo,auth,media,success
20.239912903006196,5.390893658152114,367,2,54.05287020839751,41.87776408887921,Alpha,auth,baja,success
16.881573599495773,11.486712790335975,333,2,59.14474089164287,7.840793285518885,Bravo,auth,media,success
10.029318917701595,7.777262400517031,372,4,63.97741726017557,15.594134099435328,Charlie,ui,media,success
20.526301825542134,3.1700216722558965,335,2,70.78109183115885,35.713212579364296,Delta,auth,alta,failed
19.817835748039297,5.932816902137096,362,2,92.83948296448216,16.381393890827894,Delta,ui,baja,success
18.296295854727525,7.437161671353346,349,0,92.30531455366872,8.928634263575077,Bravo,auth,baja,failed
8.349482391257622,10.771951942501325,374,3,71.93395656300709,9.103353347629309,Charlie,auth,alta,failed
12.722774625578076,10.137065877018546,336,1,90.97134192474186,7.851031199097633,Delta,api,baja,success
17.542055269158105,9.427139005395782,350,2,87.15185296488926,2.388967432853743,Alpha,database,media,success
15.17488803031143,8.810529875627296,333,2,60.090228485642,21.450234553699783,Alpha,database,alta,success
